Country,Date,Name,Runs,Balls,Batsman Profile
South Africa,Mar 21-24 1997,G Kirsten,16,42,https://www.espncricinfo.com/ci/content/player/45813.html
South Africa,Mar 21-24 1997,AM Bacher,96,322,https://www.espncricinfo.com/ci/content/player/44024.html
South Africa,Mar 21-24 1997,BM McMillan,55,119,https://www.espncricinfo.com/ci/content/player/46214.html
South Africa,Mar 21-24 1997,DJ Cullinan,47,103,https://www.espncricinfo.com/ci/content/player/44489.html
South Africa,Mar 21-24 1997,PL Symcox,16,30,https://www.espncricinfo.com/ci/content/player/47267.html
South Africa,Mar 21-24 1997,JH Kallis,2,15,https://www.espncricinfo.com/ci/content/player/45789.html
South Africa,Mar 21-24 1997,WJ Cronje (c),79,111,https://www.espncricinfo.com/ci/content/player/44485.html
South Africa,Mar 21-24 1997,DJ Richardson †,0,2,https://www.espncricinfo.com/ci/content/player/46978.html
South Africa,Mar 21-24 1997,L Klusener,30,46,https://www.espncricinfo.com/ci/content/player/45821.html
South Africa,Mar 21-24 1997,AA Donald,8,15,https://www.espncricinfo.com/ci/content/player/44716.html
South Africa,Mar 21-24 1997,BN Schultz,2,9,https://www.espncricinfo.com/ci/content/player/47165.html
