Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Mar 21-24 1997,MA Taylor (c),38,138,https://www.espncricinfo.com/ci/content/player/7924.html
Australia,Mar 21-24 1997,ML Hayden,10,22,https://www.espncricinfo.com/ci/content/player/5616.html
Australia,Mar 21-24 1997,MTG Elliott,18,52,https://www.espncricinfo.com/ci/content/player/5130.html
Australia,Mar 21-24 1997,ME Waugh,5,15,https://www.espncricinfo.com/ci/content/player/8189.html
Australia,Mar 21-24 1997,SR Waugh,67,132,https://www.espncricinfo.com/ci/content/player/8192.html
Australia,Mar 21-24 1997,GS Blewett,37,90,https://www.espncricinfo.com/ci/content/player/4161.html
Australia,Mar 21-24 1997,MG Bevan,6,22,https://www.espncricinfo.com/ci/content/player/4144.html
Australia,Mar 21-24 1997,IA Healy †,19,47,https://www.espncricinfo.com/ci/content/player/5628.html
Australia,Mar 21-24 1997,SK Warne,0,3,https://www.espncricinfo.com/ci/content/player/8166.html
Australia,Mar 21-24 1997,JN Gillespie,6,24,https://www.espncricinfo.com/ci/content/player/5392.html
Australia,Mar 21-24 1997,GD McGrath,0,7,https://www.espncricinfo.com/ci/content/player/6565.html
