Country,Date,Name,Runs,Balls,Batsman Profile
England,Aug 20-23 2009,AJ Strauss (c),75,191,https://www.espncricinfo.com/ci/content/player/20387.html
England,Aug 20-23 2009,AN Cook,9,35,https://www.espncricinfo.com/ci/content/player/11728.html
England,Aug 20-23 2009,IR Bell,4,7,https://www.espncricinfo.com/ci/content/player/9062.html
England,Aug 20-23 2009,PD Collingwood,1,7,https://www.espncricinfo.com/ci/content/player/10772.html
England,Aug 20-23 2009,IJL Trott,119,193,https://www.espncricinfo.com/ci/content/player/47623.html
England,Aug 20-23 2009,MJ Prior †,4,9,https://www.espncricinfo.com/ci/content/player/18675.html
England,Aug 20-23 2009,A Flintoff,22,18,https://www.espncricinfo.com/ci/content/player/12856.html
England,Aug 20-23 2009,SCJ Broad,29,35,https://www.espncricinfo.com/ci/content/player/10617.html
England,Aug 20-23 2009,GP Swann,63,55,https://www.espncricinfo.com/ci/content/player/20431.html
England,Aug 20-23 2009,JM Anderson,15,29,https://www.espncricinfo.com/ci/content/player/8608.html
