Country,Date,Name,Runs,Balls,Batsman Profile
England,Jun 19-23 1997,MA Butcher,5,26,https://www.espncricinfo.com/ci/content/player/9327.html
England,Jun 19-23 1997,MA Atherton (c),1,24,https://www.espncricinfo.com/ci/content/player/8579.html
England,Jun 19-23 1997,AJ Stewart †,1,13,https://www.espncricinfo.com/ci/content/player/20372.html
England,Jun 19-23 1997,N Hussain,19,73,https://www.espncricinfo.com/ci/content/player/14325.html
England,Jun 19-23 1997,GP Thorpe,21,49,https://www.espncricinfo.com/ci/content/player/21537.html
England,Jun 19-23 1997,JP Crawley,1,17,https://www.espncricinfo.com/ci/content/player/10870.html
England,Jun 19-23 1997,MA Ealham,7,30,https://www.espncricinfo.com/ci/content/player/12466.html
England,Jun 19-23 1997,RDB Croft,2,13,https://www.espncricinfo.com/ci/content/player/10881.html
England,Jun 19-23 1997,D Gough,10,10,https://www.espncricinfo.com/ci/content/player/13411.html
England,Jun 19-23 1997,AR Caddick,1,5,https://www.espncricinfo.com/ci/content/player/10633.html
England,Jun 19-23 1997,DE Malcolm,0,0,https://www.espncricinfo.com/ci/content/player/16885.html
