Country,Date,Name,Overs,Maidens,Runs,Wickets,Bowler Profile
Pakistan,Jan 12-16 1990,TM Alderman,19,6,30,3,https://www.espncricinfo.com/ci/content/player/3943.html
Pakistan,Jan 12-16 1990,CG Rackemann,21.5,8,32,3,https://www.espncricinfo.com/ci/content/player/7302.html
Pakistan,Jan 12-16 1990,MG Hughes,17,7,34,3,https://www.espncricinfo.com/ci/content/player/5726.html
Pakistan,Jan 12-16 1990,PR Sleep,8,5,6,1,https://www.espncricinfo.com/ci/content/player/7630.html
