Country,Date,Name,Runs,Balls,Batsman Profile
Bangladesh,Jul 18-20 2003,Hannan Sarkar,0,13,https://www.espncricinfo.com/ci/content/player/55915.html
Bangladesh,Jul 18-20 2003,Javed Omar,5,37,https://www.espncricinfo.com/ci/content/player/55935.html
Bangladesh,Jul 18-20 2003,Habibul Bashar,16,28,https://www.espncricinfo.com/ci/content/player/55906.html
Bangladesh,Jul 18-20 2003,Mohammad Ashraful,23,52,https://www.espncricinfo.com/ci/content/player/55988.html
Bangladesh,Jul 18-20 2003,Al Sahariar,0,9,https://www.espncricinfo.com/ci/content/player/56219.html
Bangladesh,Jul 18-20 2003,Alok Kapali,0,2,https://www.espncricinfo.com/ci/content/player/56251.html
Bangladesh,Jul 18-20 2003,Khaled Mashud †,11,63,https://www.espncricinfo.com/ci/content/player/55954.html
Bangladesh,Jul 18-20 2003,Khaled Mahmud (c),21,39,https://www.espncricinfo.com/ci/content/player/55952.html
Bangladesh,Jul 18-20 2003,Mashrafe Mortaza,3,5,https://www.espncricinfo.com/ci/content/player/56007.html
Bangladesh,Jul 18-20 2003,Tapash Baisya,2,6,https://www.espncricinfo.com/ci/content/player/56176.html
Bangladesh,Jul 18-20 2003,Manjural Islam,1,3,https://www.espncricinfo.com/ci/content/player/55968.html
