Country,Date,Name,Overs,Maidens,Runs,Wickets,Bowler Profile
Bangladesh,Jul 18-20 2003,GD McGrath,10,0,25,1,https://www.espncricinfo.com/ci/content/player/6565.html
Bangladesh,Jul 18-20 2003,JN Gillespie,16,3,48,2,https://www.espncricinfo.com/ci/content/player/5392.html
Bangladesh,Jul 18-20 2003,B Lee,12,5,34,1,https://www.espncricinfo.com/ci/content/player/6278.html
Bangladesh,Jul 18-20 2003,SCG MacGill,13.1,1,65,5,https://www.espncricinfo.com/ci/content/player/6441.html
